Epoch,Loss
1,1.2626050986289978
2,0.786099962425232
3,0.7104909193992615
4,0.6779421216726303
5,0.6439239293813706
6,0.6224687296390533
7,0.6079632097482681
8,0.5940392817497253
9,0.5847528260827064
10,0.5736987237095833
11,0.5622312702655792
12,0.5473792892456054
13,0.5329701587438583
14,0.5157678941965104
15,0.5056428385853767
16,0.4973208757758141
17,0.4916583076238632
18,0.48389247155189513
19,0.47983311096429826
20,0.4736845967411995
21,0.48125810548067094
22,0.48161856461167335
23,0.480523431289196
24,0.47455067610740664
25,0.471150945687294
26,0.4714065169811249
27,0.4702991520166397
28,0.47311517943143844
29,0.47254007633924483
30,0.46880672467947004
31,0.469970565533638
32,0.46731147109270094
33,0.4665210030913353
34,0.4675140580713749
35,0.467728289026022
36,0.4648753494024277
37,0.46616590760946275
38,0.46050494595766067
39,0.4626914342045784
40,0.461570849442482
41,0.4605711004316807
42,0.4663958629667759
43,0.464379777187109
44,0.46114890981912615
45,0.4622552713394165
46,0.4641709217250347
47,0.4629856689691544
48,0.4626444907069206
49,0.4651359139025211
50,0.4627041216135025
51,0.4646190032720566
52,0.46346514028310776
53,0.46458411066532135
54,0.45862499858736994
55,0.4588004542350769
56,0.458246094930172
57,0.4573382426559925
58,0.4588257765412331
59,0.45920128622055056
60,0.45975150649547575
