Epoch,Loss
1,0.16650661318500837
2,0.05539969714110096
3,0.044516002313916885
4,0.03730899418611079
5,0.03217927779878179
6,0.030754213448365528
7,0.02793306010568825
8,0.025256096581183374
9,0.02349003139650449
10,0.0215668769985515
11,0.020675331193658834
12,0.01890681973968943
13,0.018217344271205367
14,0.016279248352884315
15,0.01622449027575009
16,0.014977342342433985
17,0.014169822687810908
18,0.013179570887094209
19,0.012573524911177811
20,0.012015404115667722
21,0.011328444305293185
22,0.010134729896233572
23,0.010771826911133637
24,0.009779847357676287
25,0.010089547346223844
26,0.009494927337838454
27,0.008530932920180688
28,0.00858920731600083
29,0.007880608211789514
30,0.006673710624300778
31,0.007875217330256904
32,0.007822265644234237
33,0.007090807868779424
34,0.006497248181740482
35,0.007271838746251888
36,0.0070746276240689744
37,0.00683531228608869
38,0.0055577530227713095
39,0.005370599793049284
40,0.006146255949984334
41,0.00581323719393428
42,0.005826302786903913
43,0.005484319819365798
44,0.005723799936584449
45,0.005033971744298773
46,0.004794090355292185
47,0.005000118480083286
48,0.004141218467645195
49,0.004914520585042313
50,0.005188664895075635
51,0.004889356021674575
52,0.00423311977736574
53,0.003929085418736183
54,0.005654335314395758
55,0.005153189776006457
56,0.003167284389804763
57,0.0035796009462147746
58,0.003945920400977752
59,0.00541860483542702
60,0.0027325082488300722
