Epoch,Loss
1,0.6033896773689058
2,0.1981538210687935
3,0.15550490712608714
4,0.12721396190790324
5,0.11041508074370632
6,0.09404655944482151
7,0.08973051038573059
8,0.08388684638542171
9,0.07346856143625664
10,0.06471894722893828
11,0.05994620836661592
12,0.06186502556800088
13,0.050718288816423644
14,0.04904920235040544
15,0.04738380982238487
16,0.05416684888498893
17,0.040936047096003375
18,0.041253848435401995
19,0.0342380352581854
20,0.02278640524113809
21,0.024576765232440987
22,0.024407339795916416
23,0.024869742875157506
24,0.02460205834739453
25,0.024607428134890773
26,0.024853589787422505
27,0.023871330313387677
28,0.024460860954507054
29,0.02416290509299847
30,0.025141894257616038
31,0.02478949265485415
32,0.025080173443696483
33,0.02462177786002747
34,0.024821295603663546
35,0.023819900154050097
36,0.025522552736226087
37,0.0249582269236458
38,0.023602024555042896
39,0.02418919682042388
40,0.025322515020977338
